"contrast"	"contrast_label"	"ontology"	"functional_family"	"n_semantic_features_total"	"n_target_supported_features"	"n_TARGET_ONLY_features"	"n_TARGET_PLUS_CONTEXT_features"	"n_matched_background_hypothesis_features"	"n_default_domain_exploratory_only_features"	"n_features_with_weaker_tier_recovery"	"has_target_support"	"has_TARGET_PLUS_CONTEXT"	"has_matched_background_hypothesis"	"has_default_domain_exploratory_only"	"target_feature_ids"	"matched_background_feature_ids"	"exploratory_only_feature_ids"	"all_feature_ids"	"exact_GO_IDs"	"review_complete"	"display_in_figure"
"HOL05_vs_HOL01"	"H6 vs H2"	"MF"	"Small-molecule and cofactor binding"	"3"	"0"	"0"	"0"	"1"	"2"	"0"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	""	"GO:0010181"	"GO:0032553;GO:0043531"	"GO:0010181;GO:0032553;GO:0043531"	"GO:0000166;GO:0010181;GO:0032553;GO:0043531;GO:0097367;GO:1901265"	"TRUE"	"TRUE"
"HOL05_vs_HOL01"	"H6 vs H2"	"MF"	"Transferase and kinase activity"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	""	"GO:0004618"	""	"GO:0004618"	"GO:0004618;GO:0016774"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"BP"	"Energy and primary metabolism"	"6"	"4"	"4"	"0"	"0"	"2"	"0"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"GO:0006022;GO:0006766;GO:0009311;GO:0033013"	""	"GO:0006119;GO:1902600"	"GO:0006022;GO:0006119;GO:0006766;GO:0009311;GO:0033013;GO:1902600"	"GO:0006022;GO:0006026;GO:0006027;GO:0006091;GO:0006119;GO:0006766;GO:0009060;GO:0009311;GO:0015980;GO:0016137;GO:0022900;GO:0022904;GO:0033013;GO:0042773;GO:0045333;GO:0098655;GO:1901136;GO:1902600"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"BP"	"Lipid and membrane remodelling"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0001523"	""	""	"GO:0001523"	"GO:0001523;GO:0006629;GO:0006643;GO:0006664;GO:0006665;GO:0006672;GO:0006687;GO:0006714;GO:0006720;GO:0006721;GO:0008202;GO:0008610;GO:0016042;GO:0016101;GO:0016114;GO:0019377;GO:0030149;GO:0044242;GO:0044255;GO:0046466;GO:0046479;GO:0046514;GO:1903509"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"BP"	"Oxidative stress and detoxification"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0006805"	""	""	"GO:0006805"	"GO:0006805;GO:0009410;GO:0042737;GO:0071466;GO:1901700"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"BP"	"Proteostasis, translation, and RNA processing"	"6"	"6"	"6"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0000028;GO:0000184;GO:0002181;GO:0006518;GO:0006605;GO:0043603"	""	""	"GO:0000028;GO:0000184;GO:0002181;GO:0006518;GO:0006605;GO:0043603"	"GO:0000028;GO:0000184;GO:0000956;GO:0002181;GO:0006401;GO:0006402;GO:0006412;GO:0006413;GO:0006518;GO:0006605;GO:0006612;GO:0006613;GO:0006614;GO:0006886;GO:0009056;GO:0009057;GO:0009058;GO:0015031;GO:0033365;GO:0034655;GO:0043043;GO:0043603;GO:0043604;GO:0044248;GO:0044249;GO:0045047;GO:0070972;GO:0072594;GO:0072599;GO:0072657;GO:0090150"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"BP"	"Transport and intracellular trafficking"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0015833"	""	""	"GO:0015833"	"GO:0015833;GO:0042886"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"CC"	"Endomembrane and organelle-lumen compartments"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0030867;GO:0043202"	""	""	"GO:0030867;GO:0043202"	"GO:0030867;GO:0043202;GO:0098554;GO:0098556"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"CC"	"Extracellular compartments"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0005576"	""	""	"GO:0005576"	"GO:0005576;GO:0005615"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"CC"	"Ribosome and translation complexes"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0005840"	""	""	"GO:0005840"	"GO:0005840;GO:0015934;GO:0015935;GO:0022625;GO:0022626;GO:0022627;GO:0044391"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"MF"	"Carbohydrate, lipid, and small-molecule metabolic activity"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"GO:0004553"	""	"GO:0008412"	"GO:0004553;GO:0008412"	"GO:0004553;GO:0004557;GO:0008412;GO:0016798"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"MF"	"Nucleic-acid binding and processing"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0070717"	"GO:0070717"	"GO:0003727;GO:0008143;GO:0070717"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"MF"	"Oxidoreductase and redox activity"	"5"	"1"	"1"	"0"	"0"	"4"	"0"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"GO:0004497"	""	"GO:0004129;GO:0009055;GO:0047560;GO:0050353"	"GO:0004129;GO:0004497;GO:0009055;GO:0047560;GO:0050353"	"GO:0004129;GO:0004497;GO:0008324;GO:0008743;GO:0009055;GO:0015078;GO:0015399;GO:0015453;GO:0016402;GO:0022804;GO:0022853;GO:0047560;GO:0050353"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"MF"	"Small-molecule and cofactor binding"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0043177;GO:1901681"	"GO:0043177;GO:1901681"	"GO:0005507;GO:0016594;GO:0031406;GO:0043177;GO:1901681"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"MF"	"Transferase and kinase activity"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0004576;GO:0017174"	"GO:0004576;GO:0017174"	"GO:0004576;GO:0004579;GO:0017174"	"TRUE"	"TRUE"
"HOL05_vs_HOL04"	"H6 vs H5"	"MF"	"Translation and ribosome-associated activity"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0003735;GO:0019843"	""	""	"GO:0003735;GO:0019843"	"GO:0003735;GO:0005198;GO:0019843"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Cell stress, turnover, and catabolism"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0000184;GO:0098780"	""	""	"GO:0000184;GO:0098780"	"GO:0000184;GO:0000956;GO:0006401;GO:0006402;GO:0009056;GO:0009057;GO:0034655;GO:0044248;GO:0098780;GO:1901136;GO:1903146;GO:1903599;GO:1905037"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"DNA maintenance and genotoxic stress"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0043243"	""	""	"GO:0043243"	"GO:0043243"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Energy and primary metabolism"	"4"	"2"	"2"	"0"	"0"	"2"	"0"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"GO:0006066;GO:0016137"	""	"GO:0022900;GO:1902600"	"GO:0006066;GO:0016137;GO:0022900;GO:1902600"	"GO:0006066;GO:0006091;GO:0006119;GO:0006123;GO:0006810;GO:0006811;GO:0006812;GO:0009060;GO:0015980;GO:0016137;GO:0016139;GO:0019646;GO:0019751;GO:0022900;GO:0022904;GO:0034220;GO:0034311;GO:0034312;GO:0042773;GO:0042775;GO:0045333;GO:0046165;GO:0046173;GO:0051179;GO:0051234;GO:0055085;GO:0098655;GO:1901617;GO:1901657;GO:1901658;GO:1902600"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Immune, inflammatory, and hemostatic responses"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0031348"	""	""	"GO:0031348"	"GO:0031348;GO:0050727;GO:0050728"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Ion transport and homeostasis"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0009268"	""	""	"GO:0009268"	"GO:0009268"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Lipid and membrane remodelling"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0006629"	""	""	"GO:0006629"	"GO:0006629;GO:0006643;GO:0006664;GO:0006665;GO:0006670;GO:0006672;GO:0006677;GO:0006678;GO:0006680;GO:0006687;GO:0016042;GO:0019377;GO:0030148;GO:0030149;GO:0044242;GO:0046466;GO:0046477;GO:0046479;GO:0046512;GO:0046513;GO:0046514;GO:0046519;GO:0046520;GO:1903509"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Neurophysiology and synaptic function"	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0008039;GO:0031644;GO:0045760"	""	""	"GO:0008039;GO:0031644;GO:0045760"	"GO:0008039;GO:0008045;GO:0031644;GO:0031646;GO:0045760;GO:0051969;GO:0051971;GO:0098900;GO:0098908;GO:1904457"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Proteostasis, translation, and RNA processing"	"6"	"6"	"6"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0000028;GO:0002181;GO:0006518;GO:0006605;GO:0016071;GO:0043603"	""	""	"GO:0000028;GO:0002181;GO:0006518;GO:0006605;GO:0016071;GO:0043603"	"GO:0000028;GO:0002181;GO:0006412;GO:0006413;GO:0006518;GO:0006605;GO:0006612;GO:0006613;GO:0006614;GO:0006886;GO:0008104;GO:0009058;GO:0009059;GO:0015031;GO:0016071;GO:0033036;GO:0033365;GO:0034613;GO:0042255;GO:0043043;GO:0043603;GO:0043604;GO:0044249;GO:0045047;GO:0045184;GO:0046907;GO:0070727;GO:0070972;GO:0072594;GO:0072599;GO:0072657;GO:0090150"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"BP"	"Transport and intracellular trafficking"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0015833"	""	""	"GO:0015833"	"GO:0015833;GO:0042886;GO:0071705"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"CC"	"Endomembrane and organelle-lumen compartments"	"4"	"2"	"2"	"0"	"0"	"2"	"0"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"GO:0005775;GO:0005791"	""	"GO:0031090;GO:0031967"	"GO:0005775;GO:0005791;GO:0031090;GO:0031967"	"GO:0005775;GO:0005791;GO:0030867;GO:0031090;GO:0031967;GO:0043202;GO:0098554;GO:0098556"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"CC"	"Extracellular compartments"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"GO:0005576"	""	""	"GO:0005576"	"GO:0005576;GO:0005615;GO:0005616"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"CC"	"Mitochondrial and energy-associated compartments"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0005739;GO:0045277"	"GO:0005739;GO:0045277"	"GO:0005739;GO:0045277;GO:0070069"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"CC"	"Ribosome and translation complexes"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0005840;GO:1990904"	""	""	"GO:0005840;GO:1990904"	"GO:0005840;GO:0015934;GO:0015935;GO:0022625;GO:0022626;GO:0022627;GO:0044391;GO:1990904"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"MF"	"Carbohydrate, lipid, and small-molecule metabolic activity"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0004348"	""	""	"GO:0004348"	"GO:0004348;GO:0004553;GO:0016798"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"MF"	"Nucleic-acid binding and processing"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0008143"	"GO:0008143"	"GO:0008143;GO:0070717"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"MF"	"Oxidoreductase and redox activity"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0004129;GO:0009055"	"GO:0004129;GO:0009055"	"GO:0004129;GO:0005215;GO:0008324;GO:0009055;GO:0015075;GO:0015078;GO:0015399;GO:0015453;GO:0022804;GO:0022853;GO:0022857"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"MF"	"Small-molecule and cofactor binding"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	""	""	"GO:0005509"	"GO:0005509"	"GO:0005507;GO:0005509"	"TRUE"	"TRUE"
"HOL06_vs_HOL01"	"H7 vs H2"	"MF"	"Translation and ribosome-associated activity"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"GO:0003723;GO:0003735"	""	""	"GO:0003723;GO:0003735"	"GO:0003723;GO:0003735;GO:0005198;GO:0019843"	"TRUE"	"TRUE"
